id,coordinate,address,typeSummary,iconName,location_name,price,formatted_price,price_per_area,fee,sale_date,asked_price,rooms,living_space,supplemental_area,url,land_area,formatted_price_change_percentage,broker_logo_url
1251716,"[59.33616061370354,18.033128221463862]",Sankt eriksgatan 57A Ö.G.,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 760 000 kr</span>,Slutpris 3 760 000 kr,101 622 kr/m²,1 895 kr/mån,Såld 2020-09-15,Begärt pris 3 350 000 kr,2 rum,37 m²,null,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-sankt-eriksgatan-57a-o,g,-1251716",null,+12 %,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png
1251722,"[59.334131173672496,17.99891436397985]",Levertinsgatan 3,Bostadsrättslägenhet,bostadsratt,"Kristineberg, Stockholm",<span class='sold-for'>Slutpris 2 880 000 kr</span>,Slutpris 2 880 000 kr,82 286 kr/m²,2 453 kr/mån,Såld 2020-09-15,Begärt pris 2 650 000 kr,"1,5 rum",35 m²,null,"/salda/lagenhet-1,5rum-kristineberg-stockholms-kommun-levertinsgatan-3-1251722",null,+9 %,https://bilder.hemnet.se/images/broker_logo_2/8c/23/8c239b600e72beaa3a82d1778b7217cf.png
1251746,"[59.334421175883605,18.034890175340376]","Fleminggatan 36C, 2 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 7 800 000 kr</span>,Slutpris 7 800 000 kr,86 667 kr/m²,3 087 kr/mån,Såld 2020-09-15,Begärt pris 7 495 000 kr,4 rum,90 m²,null,"/salda/lagenhet-4rum-stockholm-kungsholmen-stockholms-kommun-fleminggatan-36c,-2-tr-1251746",null,+4 %,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png
1251748,"[59.33486899530971,18.03070890016369]","Fleminggatan 54, 3 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 2 650 000 kr</span>,Slutpris 2 650 000 kr,132 500 kr/m²,589 kr/mån,Såld 2020-09-15,Begärt pris 1 995 000 kr,1 rum,20 m²,null,"/salda/lagenhet-1rum-kungsholmen-fridhemsplan-stockholms-kommun-fleminggatan-54,-3-tr-1251748",null,+33 %,https://bilder.hemnet.se/images/broker_logo_2/b6/56/b656d8b9f26d099a415a7546b5d620a2.png
1251952,"[59.32870932837042,18.017340294921148]","Rålambsvägen 12a, 1 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 5 640 000 kr</span>,Slutpris 5 640 000 kr,72 774 kr/m²,4 273 kr/mån,Såld 2020-09-15,Begärt pris 4 795 000 kr,3 rum,"77,5 m²",null,"/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-ralambsvagen-12a,-1-tr-1251952",null,+18 %,https://bilder.hemnet.se/images/broker_logo_2/45/12/4512f7eb77c66e721ba9d52777e74d52.png
1252002,"[59.33590806181192,18.036254136816307]","Inedalsgatan 21, 4tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 5 800 000 kr</span>,Slutpris 5 800 000 kr,100 000 kr/m²,2 840 kr/mån,Såld 2020-09-16,null,2 rum,58 m²,null,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-inedalsgatan-21,-4tr-1252002",null,,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png
1252006,"[59.32988342232243,18.029860098875268]","Sankt Eriksgatan 10, 4 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 4 750 000 kr</span>,Slutpris 4 750 000 kr,103 261 kr/m²,1 433 kr/mån,Såld 2020-09-16,Begärt pris 4 225 000 kr,2 rum,46 m²,null,"/salda/lagenhet-2rum-kungsholmen-norr-malarstrand-stockholms-kommun-sankt-eriksgatan-10,-4-tr-1252006",null,+12 %,https://bilder.hemnet.se/images/broker_logo_2/f8/ce/f8ce703998adb48113f2d029952181ab.png
1252041,"[59.334686493565805,18.026963890271382]","Arbetargatan 23B, vån 4",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 5 100 000 kr</span>,Slutpris 5 100 000 kr,76 119 kr/m²,3 370 kr/mån,Såld 2020-09-16,Begärt pris 4 650 000 kr,2 rum,67 m²,null,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-arbetargatan-23b,-van-4-1252041",null,+10 %,https://bilder.hemnet.se/images/broker_logo_2/e4/ff/e4ffcd6032e3cdf7190836c5985c34ee.png
1252117,"[59.32738450175424,18.01168363655017]",Svedbergsplan 6,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 170 000 kr</span>,Slutpris 3 170 000 kr,93 235 kr/m²,1 460 kr/mån,Såld 2020-09-16,Begärt pris 2 995 000 kr,2 rum,34 m²,null,/salda/lagenhet-2rum-marieberg-stockholms-kommun-svedbergsplan-6-1252117,null,+6 %,https://bilder.hemnet.se/images/broker_logo_2/6d/b7/6db7ae1ac6c88bf6ac19132d9c93fc93.png
1252162,"[59.33801397267338,18.015228550464013]",Sankt Göransgatan 152,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 5 050 000 kr</span>,Slutpris 5 050 000 kr,65 584 kr/m²,4 237 kr/mån,Såld 2020-09-16,Begärt pris 4 750 000 kr,3 rum,77 m²,null,/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-sankt-goransgatan-152-1252162,null,+6 %,https://bilder.hemnet.se/images/broker_logo_2/ec/92/ec92573d800c8d9c0cf06ed9971e790c.png
1252388,"[59.33455972841715,18.02661842667916]","Arbetargatan 23a, 3 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 5 460 000 kr</span>,Slutpris 5 460 000 kr,81 493 kr/m²,3 370 kr/mån,Såld 2020-09-16,Begärt pris 4 750 000 kr,3 rum,67 m²,null,"/salda/lagenhet-3rum-kungsholmen-fridhemsplan-stockholms-kommun-arbetargatan-23a,-3-tr-1252388",null,+15 %,https://bilder.hemnet.se/images/broker_logo_2/b6/56/b656d8b9f26d099a415a7546b5d620a2.png
1252435,"[59.32835744508044,18.011189489178538]","Rålambsvägen 29, 7 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 5 050 000 kr</span>,Slutpris 5 050 000 kr,97 115 kr/m²,2 981 kr/mån,Såld 2020-09-16,Begärt pris 4 325 000 kr,2 rum,52 m²,null,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-ralambsvagen-29,-7-tr-1252435",null,+17 %,https://bilder.hemnet.se/images/broker_logo_2/f8/ce/f8ce703998adb48113f2d029952181ab.png
1252443,"[59.330845385911225,18.048710604368587]",Kungsholmsgatan 11,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 5 750 000 kr</span>,Slutpris 5 750 000 kr,77 703 kr/m²,5 336 kr/mån,Såld 2020-09-16,Begärt pris 5 595 000 kr,3 rum,74 m²,null,/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-kungsholmsgatan-11-1252443,null,+3 %,https://bilder.hemnet.se/images/broker_logo_2/70/20/7020aafa6771b71d9a321b629ddbd01c.png
1252475,"[59.33200899292803,18.04468194722415]",Scheelegatan 11,"Lägenhet, andel i bostadsförening",bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 8 400 000 kr</span>,Slutpris 8 400 000 kr,100 000 kr/m²,2 766 kr/mån,Såld 2020-09-16,Begärt pris 7 950 000 kr,3 rum,84 m²,null,/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-scheelegatan-11-1252475,null,+6 %,https://bilder.hemnet.se/images/broker_logo_2/09/8d/098d01e00641ae617706acaf23bb6915.png
1252487,"[59.33689866207512,18.02612306452981]",Alströmergatan 32B,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 520 000 kr</span>,Slutpris 3 520 000 kr,97 778 kr/m²,1 843 kr/mån,Såld 2020-09-16,Begärt pris 2 995 000 kr,2 rum,36 m²,null,/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-alstromergatan-32b-1252487,null,+18 %,https://bilder.hemnet.se/images/broker_logo_2/6d/b7/6db7ae1ac6c88bf6ac19132d9c93fc93.png
1252732,"[59.33050751870848,18.004081646264304]","Ernst Ahlgrens väg 8, vån 1",Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",<span class='sold-for'>Slutpris 3 200 000 kr</span>,Slutpris 3 200 000 kr,80 000 kr/m²,2 191 kr/mån,Såld 2020-09-16,Begärt pris 2 995 000 kr,2 rum,40 m²,null,"/salda/lagenhet-2rum-fredhall-stockholms-kommun-ernst-ahlgrens-vag-8,-van-1-1252732",null,+7 %,https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png
1252735,"[59.338728812173194,18.00373509366625]","Lars Forssells gata 31, våning 8",Bostadsrättslägenhet,bostadsratt,"Kristineberg, Stockholm",<span class='sold-for'>Slutpris 6 450 000 kr</span>,Slutpris 6 450 000 kr,81 132 kr/m²,3 300 kr/mån,Såld 2020-09-16,Begärt pris 5 850 000 kr,3 rum,"79,5 m²",null,"/salda/lagenhet-3rum-hornsbergs-strand-stockholms-kommun-lars-forssells-gata-31,-vaning-8-1252735",null,+10 %,https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png
1252781,"[59.330289706501965,18.051333903840646]","Kungsbro Strand 17, 5 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 6 200 000 kr</span>,Slutpris 6 200 000 kr,100 813 kr/m²,4 538 kr/mån,Såld 2020-09-16,Begärt pris 5 750 000 kr,3 rum,"61,5 m²",null,"/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-kungsbro-strand-17,-5-tr-1252781",null,+8 %,https://bilder.hemnet.se/images/broker_logo_2/45/12/4512f7eb77c66e721ba9d52777e74d52.png
1252809,"[59.33448261736097,18.029548807924346]","Fleminggatan 95A, 1 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 410 000 kr</span>,Slutpris 3 410 000 kr,97 429 kr/m²,1 116 kr/mån,Såld 2020-09-16,Begärt pris 2 995 000 kr,1 rum,35 m²,null,"/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-fleminggatan-95a,-1-tr-1252809",null,+14 %,https://bilder.hemnet.se/images/broker_logo_2/45/12/4512f7eb77c66e721ba9d52777e74d52.png
1252881,"[59.33083196351238,18.02964564261561]",Karlsviksgatan 18,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 4 800 000 kr</span>,Slutpris 4 800 000 kr,88 561 kr/m²,1 101 kr/mån,Såld 2020-09-17,Begärt pris 4 495 000 kr,"2,5 rum","54,2 m²",null,"/salda/lagenhet-2,5rum-kungsholmen-nedre-kungsholmen-stockholms-kommun-karlsviksgatan-18-1252881",null,+7 %,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png
1252887,"[59.33102075935752,18.026936554524248]","Sysslomansgatan 1,  5 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 6 000 000 kr</span>,Slutpris 6 000 000 kr,93 750 kr/m²,2 800 kr/mån,Såld 2020-09-17,Begärt pris 5 595 000 kr,2 rum,64 m²,null,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-sysslomansgatan-1,-5-tr-1252887",null,+7 %,https://bilder.hemnet.se/images/broker_logo_2/d0/d1/d0d15b52be14775108dc9a3b1f65a37d.jpg
1252968,"[59.327607593038174,18.012916730012765]","Wennerbergsgatan 6A, vån 5",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 500 000 kr</span>,Slutpris 3 500 000 kr,74 468 kr/m²,2 511 kr/mån,Såld 2020-09-17,Begärt pris 3 250 000 kr,2 rum,47 m²,null,"/salda/lagenhet-2rum-marieberg-stockholms-kommun-wennerbergsgatan-6a,-van-5-1252968",null,+8 %,https://bilder.hemnet.se/images/broker_logo_2/6d/b7/6db7ae1ac6c88bf6ac19132d9c93fc93.png
1252992,"[59.333827597266904,18.028734163190215]","Sankt Göransgatan 82, 2 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 6 800 000 kr</span>,Slutpris 6 800 000 kr,92 517 kr/m²,3 816 kr/mån,Såld 2020-09-17,null,2 rum,"73,5 m²",null,"/salda/lagenhet-2rum-kungsholmen-fridhemsplan-stockholms-kommun-sankt-goransgatan-82,-2-tr-1252992",null,,https://bilder.hemnet.se/images/broker_logo_2/70/88/7088fe6ff6a4c2413ceb8481b3a51c7b.png
1253046,"[59.3306443375853,18.00321442659659]","Frödingsvägen 7, 3 tr",Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",<span class='sold-for'>Slutpris 3 325 000 kr</span>,Slutpris 3 325 000 kr,84 177 kr/m²,2 191 kr/mån,Såld 2020-09-17,Begärt pris 3 095 000 kr,2 rum,"39,5 m²",null,"/salda/lagenhet-2rum-kungsholmen-fredhall-stockholms-kommun-frodingsvagen-7,-3-tr-1253046",null,+7 %,https://bilder.hemnet.se/images/broker_logo_2/63/7c/637c17c40a250ef71084ac34e860d757.jpg
1253098,"[59.3287987194689,18.006480554629576]","Stagneliusvägen 38, 3 tr",Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",<span class='sold-for'>Slutpris 3 550 000 kr</span>,Slutpris 3 550 000 kr,80 682 kr/m²,2 438 kr/mån,Såld 2020-09-17,Begärt pris 3 295 000 kr,2 rum,44 m²,null,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-stagneliusvagen-38,-3-tr-1253098",null,+8 %,https://bilder.hemnet.se/images/broker_logo_2/e2/b5/e2b54e2572a76c90b88202121905077e.png
1253102,"[59.33158287608139,18.02633588003759]","Drottningholmsvägen 31, 8 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 600 000 kr</span>,Slutpris 3 600 000 kr,100 000 kr/m²,1 870 kr/mån,Såld 2020-09-17,Begärt pris 3 495 000 kr,2 rum,36 m²,null,"/salda/lagenhet-2rum-kungsholmen-fridhemsplan-stockholms-kommun-drottningholmsvagen-31,-8-tr-1253102",null,+3 %,https://bilder.hemnet.se/images/broker_logo_2/09/8d/098d01e00641ae617706acaf23bb6915.png
1253277,"[59.334581627549134,18.0012053743214]",Ola Hanssonsgatan 4,Bostadsrättslägenhet,bostadsratt,"Kristineberg, Stockholm",<span class='sold-for'>Slutpris 3 060 000 kr</span>,Slutpris 3 060 000 kr,82 703 kr/m²,2 286 kr/mån,Såld 2020-09-17,Begärt pris 3 200 000 kr,2 rum,37 m²,null,/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-ola-hanssonsgatan-4-1253277,null,-4 %,https://bilder.hemnet.se/images/broker_logo_2/e2/b5/e2b54e2572a76c90b88202121905077e.png
1253365,"[59.33565424673376,17.999892959845067]",Lidnersgatan 12B,Bostadsrättslägenhet,bostadsratt,"Kristineberg, Stockholm",<span class='sold-for'>Slutpris 2 700 000 kr</span>,Slutpris 2 700 000 kr,81 818 kr/m²,2 433 kr/mån,Såld 2020-09-17,Begärt pris 2 495 000 kr,2 rum,33 m²,null,/salda/lagenhet-2rum-kungsholmen-kristineberg-stockholms-kommun-lidnersgatan-12b-1253365,null,+8 %,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png
1253431,"[59.33024832287748,18.00441046811959]","Ernst Ahlgrens väg 7, 2tr",Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",<span class='sold-for'>Slutpris 2 930 000 kr</span>,Slutpris 2 930 000 kr,86 176 kr/m²,1 847 kr/mån,Såld 2020-09-17,Begärt pris 2 795 000 kr,2 rum,34 m²,null,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-ernst-ahlgrens-vag-7,-2tr-1253431",null,+5 %,https://bilder.hemnet.se/images/broker_logo_2/e2/b5/e2b54e2572a76c90b88202121905077e.png
1253458,"[59.32837136464287,18.008254028198166]","Stagneliusvägen 32, 2tr",Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",<span class='sold-for'>Slutpris 3 000 000 kr</span>,Slutpris 3 000 000 kr,78 947 kr/m²,2 328 kr/mån,Såld 2020-09-17,Begärt pris 2 650 000 kr,2 rum,38 m²,null,"/salda/lagenhet-2rum-kungsholmen-fredhall-stockholms-kommun-stagneliusvagen-32,-2tr-1253458",null,+13 %,https://bilder.hemnet.se/images/broker_logo_2/f8/ce/f8ce703998adb48113f2d029952181ab.png
1253902,"[59.330859352364634,18.024213881601746]","Sysslomansgatan 24, 1 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 2 660 000 kr</span>,Slutpris 2 660 000 kr,110 833 kr/m²,1 230 kr/mån,Såld 2020-09-18,Begärt pris 2 395 000 kr,1 rum,24 m²,null,"/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-sysslomansgatan-24,-1-tr-1253902",null,+11 %,https://bilder.hemnet.se/images/broker_logo_2/87/0a/870ac032d04836b98ea5210eb5ac4633.png
1253919,"[59.33115678312796,18.003593824027096]","Frödingsvägen 1, 3 / 3Tr",Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",<span class='sold-for'>Slutpris 3 600 000 kr</span>,Slutpris 3 600 000 kr,86 747 kr/m²,2 349 kr/mån,Såld 2020-09-17,Begärt pris 3 195 000 kr,2 rum,"41,5 m²",null,"/salda/lagenhet-2rum-kungsholmen-fredhall-stockholms-kommun-frodingsvagen-1,-3-3tr-1253919",null,+13 %,https://bilder.hemnet.se/images/broker_logo_2/c9/5d/c95d4747f3ed25d9c044a37d6d974aa4.png
1253927,"[59.32759631460842,18.010295624868018]",Stagneliusvägen 23,Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",<span class='sold-for'>Slutpris 5 795 000 kr</span>,Slutpris 5 795 000 kr,61 000 kr/m²,5 673 kr/mån,Såld 2020-09-18,Begärt pris 5 795 000 kr,4 rum,95 m²,null,/salda/lagenhet-4rum-kungsholmen-fredhall-stockholms-kommun-stagneliusvagen-23-1253927,null,,https://bilder.hemnet.se/images/broker_logo_2/e2/b5/e2b54e2572a76c90b88202121905077e.png
1254076,"[59.33461147404183,18.02787180612082]","Arbetargatan 27B, 6 vån",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 7 800 000 kr</span>,Slutpris 7 800 000 kr,74 286 kr/m²,4 841 kr/mån,Såld 2020-09-18,Begärt pris 7 800 000 kr,4 rum,105 m²,null,"/salda/lagenhet-4rum-kungsholmen-fridhemsplan-stockholms-kommun-arbetargatan-27b,-6-van-1254076",null,,https://bilder.hemnet.se/images/broker_logo_2/b6/56/b656d8b9f26d099a415a7546b5d620a2.png
1254141,"[59.333993541028136,18.02313836463947]",Bågljusvägen 1,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 975 000 kr</span>,Slutpris 3 975 000 kr,70 982 kr/m²,3 436 kr/mån,Såld 2020-09-18,Begärt pris 3 795 000 kr,2 rum,56 m²,null,/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-bagljusvagen-1-1254141,null,+5 %,https://bilder.hemnet.se/images/broker_logo_2/ec/92/ec92573d800c8d9c0cf06ed9971e790c.png
1254267,"[59.33025301439146,18.051365784079618]",Kungsbro Strand 17,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 375 000 kr</span>,Slutpris 3 375 000 kr,96 429 kr/m²,2 775 kr/mån,Såld 2020-09-18,Begärt pris 2 950 000 kr,2 rum,35 m²,null,/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-kungsbro-strand-17-1254267,null,+14 %,https://bilder.hemnet.se/images/broker_logo_2/70/88/7088fe6ff6a4c2413ceb8481b3a51c7b.png
1254402,"[59.33158449107019,18.02742640451628]",Fridhemsplan 25,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 850 000 kr</span>,Slutpris 3 850 000 kr,87 500 kr/m²,2 561 kr/mån,Såld 2020-09-18,Begärt pris 3 800 000 kr,2 rum,44 m²,null,/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-fridhemsplan-25-1254402,null,+1 %,https://bilder.hemnet.se/images/broker_logo_2/29/ef/29ef6ea0936106a0033c5f69a2feda85.png
1254592,"[59.33374599116455,18.036870115423177]","Fleminggatan 59, vån 4",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 8 800 000 kr</span>,Slutpris 8 800 000 kr,112 821 kr/m²,3 100 kr/mån,Såld 2020-09-18,Begärt pris 7 695 000 kr,3 rum,78 m²,null,"/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-fleminggatan-59,-van-4-1254592",null,+14 %,https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png
1254597,"[59.329975811892446,18.04708506789263]","Kungsklippan 11, vån 4",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 2 450 000 kr</span>,Slutpris 2 450 000 kr,102 083 kr/m²,1 731 kr/mån,Såld 2020-09-18,Begärt pris 2 450 000 kr,1 rum,24 m²,null,"/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-kungsklippan-11,-van-4-1254597",null,,https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png
1254602,"[59.33424171772101,18.04335169702159]",Ivan Oljelunds gränd 2,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 7 500 000 kr</span>,Slutpris 7 500 000 kr,102 041 kr/m²,6 002 kr/mån,Såld 2020-09-18,Begärt pris 7 500 000 kr,3 rum,"73,5 m²",null,/salda/lagenhet-3rum-stockholms-kommun-ivan-oljelunds-grand-2-1254602,null,,https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png
1254625,"[59.33672298320306,18.02517518740707]","Igeldammsgatan 16, 4 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 4 100 000 kr</span>,Slutpris 4 100 000 kr,100 000 kr/m²,1 921 kr/mån,Såld 2020-09-18,Begärt pris 3 649 000 kr,2 rum,41 m²,null,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-igeldammsgatan-16,-4-tr-1254625",null,+12 %,https://bilder.hemnet.se/images/broker_logo_2/45/12/4512f7eb77c66e721ba9d52777e74d52.png
1254633,"[59.328949605568376,18.00422539536203]","Stagneliusvägen 43, accepterat pris",Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",<span class='sold-for'>Slutpris 3 200 000 kr</span>,Slutpris 3 200 000 kr,94 118 kr/m²,946 kr/mån,Såld 2020-09-18,Begärt pris 3 200 000 kr,2 rum,34 m²,null,"/salda/lagenhet-2rum-stockholms-kommun-stagneliusvagen-43,-accepterat-pris-1254633",null,,https://bilder.hemnet.se/images/broker_logo_2/45/12/4512f7eb77c66e721ba9d52777e74d52.png
1254788,"[59.328940232917596,18.004242152659078]",Stagneliusvägen 43 7tr,Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",<span class='sold-for'>Slutpris 3 310 000 kr</span>,Slutpris 3 310 000 kr,106 774 kr/m²,728 kr/mån,Såld 2020-09-19,Begärt pris 2 850 000 kr,1 rum,31 m²,null,/salda/lagenhet-1rum-fredhall-kungsholmen-stockholms-kommun-stagneliusvagen-43-7tr-1254788,null,+16 %,https://bilder.hemnet.se/images/broker_logo_2/09/8d/098d01e00641ae617706acaf23bb6915.png
1254972,"[59.33631335259679,18.01493701395306]",Kellgrensgatan 10. 9 tr,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 4 200 000 kr</span>,Slutpris 4 200 000 kr,78 505 kr/m²,3 473 kr/mån,Såld 2020-09-20,Begärt pris 4 295 000 kr,2 rum,"53,5 m²",null,"/salda/lagenhet-2rum-kungsholmen-hornsbergs-strand-stockholms-kommun-kellgrensgatan-10,-9-tr-1254972",null,-2 %,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png
1255085,"[59.33491352611594,18.027634877312668]",Fleminggatan 107,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 6 050 000 kr</span>,Slutpris 6 050 000 kr,96 032 kr/m²,2 863 kr/mån,Såld 2020-09-20,Begärt pris 5 895 000 kr,3 rum,63 m²,null,/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-fleminggatan-107-1255085,null,+3 %,https://bilder.hemnet.se/images/broker_logo_2/45/12/4512f7eb77c66e721ba9d52777e74d52.png
1255092,"[59.33288417585497,18.03798909739764]","Polhemsgatan 34, 8 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 6 100 000 kr</span>,Slutpris 6 100 000 kr,95 313 kr/m²,3 775 kr/mån,Såld 2020-09-20,Begärt pris 5 795 000 kr,2 rum,64 m²,null,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-polhemsgatan-34,-8-tr-1255092",null,+5 %,https://bilder.hemnet.se/images/broker_logo_2/45/12/4512f7eb77c66e721ba9d52777e74d52.png
1255220,"[59.33712468146106,18.012106687184648]",Lustgårdsgatan 20,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 850 000 kr</span>,Slutpris 3 850 000 kr,83 696 kr/m²,2 062 kr/mån,Såld 2020-09-21,Begärt pris 3 695 000 kr,2 rum,46 m²,null,/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-lustgardsgatan-20-1255220,null,+4 %,https://bilder.hemnet.se/images/broker_logo_2/6d/b7/6db7ae1ac6c88bf6ac19132d9c93fc93.png
1255271,"[59.33648401527324,18.030043757035216]","Industrigatan 7a, 5tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 150 000 kr</span>,Slutpris 3 150 000 kr,82 895 kr/m²,3 008 kr/mån,Såld 2020-09-21,Begärt pris 3 200 000 kr,2 rum,38 m²,null,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-industrigatan-7a,-5tr-1255271",null,-2 %,https://bilder.hemnet.se/images/broker_logo_2/09/8d/098d01e00641ae617706acaf23bb6915.png
