id,coordinate,address,typeSummary,iconName,location_name,price,formatted_price,price_per_area,fee,sale_date,asked_price,rooms,living_space,supplemental_area,url,land_area,formatted_price_change_percentage,broker_logo_url
1123282,"[59.33695736385066,18.025530244563154]","Svarvargatan 3, 2 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 650 000 kr</span>,Slutpris 3 650 000 kr,93 590 kr/m²,1 827 kr/mån,Såld 2020-08-03,Begärt pris 3 650 000 kr,2 rum,39 m²,null,"/salda/lagenhet-2rum-kungsholmen-fridhemsplan-stockholms-kommun-svarvargatan-3,-2-tr-1123282",null,,https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png
1139756,"[59.32892343420378,18.019346434686543]","Gjörwellsgatan 15, 1 trp",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 4 050 000 kr</span>,Slutpris 4 050 000 kr,71 303 kr/m²,3 538 kr/mån,Såld 2020-02-09,Begärt pris 3 690 000 kr,"2,5 rum","56,8 m²",null,"/salda/lagenhet-2,5rum-marieberg-kungsholmen-stockholms-kommun-gjorwellsgatan-15,-1-trp-1139756",null,+10 %,https://bilder.hemnet.se/images/broker_logo_2/09/8d/098d01e00641ae617706acaf23bb6915.png
1139783,"[59.327111962896275,18.009479044477448]",Atterbomsvägen 30,Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",<span class='sold-for'>Slutpris 2 500 000 kr</span>,Slutpris 2 500 000 kr,100 000 kr/m²,1 452 kr/mån,Såld 2020-02-09,Begärt pris 1 995 000 kr,1 rum,25 m²,null,/salda/lagenhet-1rum-kungsholmen-fredhall-stockholms-kommun-atterbomsvagen-30-1139783,null,+25 %,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png
1139829,"[59.32885285266372,18.041304332706463]","Södra Agnegatan 20, 3tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 7 700 000 kr</span>,Slutpris 7 700 000 kr,105 479 kr/m²,1 793 kr/mån,Såld 2020-02-09,Begärt pris 6 750 000 kr,3 rum,73 m²,null,"/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-sodra-agnegatan-20,-3tr-1139829",null,+14 %,https://bilder.hemnet.se/images/broker_logo_2/63/7c/637c17c40a250ef71084ac34e860d757.jpg
1139903,"[59.3264370094667,18.021165456974373]","Fyrverkarbacken 23, 3 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 2 950 000 kr</span>,Slutpris 2 950 000 kr,68 605 kr/m²,2 218 kr/mån,Såld 2020-02-09,Begärt pris 2 950 000 kr,1 rum,43 m²,null,"/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-fyrverkarbacken-23,-3-tr-1139903",null,,https://bilder.hemnet.se/images/broker_logo_2/d0/d1/d0d15b52be14775108dc9a3b1f65a37d.jpg
1139981,"[59.331374576776184,18.023310023029993]",Lilla Västerbron 6,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 6 600 000 kr</span>,Slutpris 6 600 000 kr,77 193 kr/m²,4 089 kr/mån,Såld 2020-02-09,Begärt pris 5 995 000 kr,3 rum,"85,5 m²",null,/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-lilla-vasterbron-6-1139981,null,+10 %,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png
1140060,"[59.339757737008135,18.007045134499638]","Harry Martinsons gata 9, 7 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 7 900 000 kr</span>,Slutpris 7 900 000 kr,76 699 kr/m²,4 378 kr/mån,Såld 2020-02-10,Begärt pris 7 550 000 kr,4 rum,103 m²,null,"/salda/lagenhet-4rum-kungsholmen,-hornsbergs-strand-stockholms-kommun-harry-martinsons-gata-9,-7-tr-1140060",null,+5 %,https://bilder.hemnet.se/images/broker_logo_2/d0/d1/d0d15b52be14775108dc9a3b1f65a37d.jpg
1140088,"[59.338855412764666,18.00525905198866]",Franzéngatan 74,Bostadsrättslägenhet,bostadsratt,"Kristineberg, Stockholm",<span class='sold-for'>Slutpris 7 500 000 kr</span>,Slutpris 7 500 000 kr,73 529 kr/m²,5 601 kr/mån,Såld 2020-02-10,Begärt pris 7 800 000 kr,4 rum,102 m²,null,/salda/lagenhet-4rum-kungsholmen-stockholms-kommun-franzengatan-74-1140088,null,-4 %,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png
1140162,"[59.33820630586153,18.023213948835153]",Igeldammsgatan 34,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 5 000 000 kr</span>,Slutpris 5 000 000 kr,72 464 kr/m²,3 095 kr/mån,Såld 2020-02-10,Begärt pris 4 975 000 kr,"2,5 rum",69 m²,null,"/salda/lagenhet-2,5rum-kungsholmen-stockholms-kommun-igeldammsgatan-34-1140162",null,+1 %,https://bilder.hemnet.se/images/broker_logo_2/9f/e9/9fe95faec28ec68412af10f0c2add49e.png
1140202,"[59.337339989410076,18.030718099815047]",Kungsholms strand 141,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 2 675 000 kr</span>,Slutpris 2 675 000 kr,92 241 kr/m²,1 235 kr/mån,Såld 2020-02-10,Begärt pris 2 295 000 kr,1 rum,29 m²,null,/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-kungsholms-strand-141-1140202,null,+17 %,https://bilder.hemnet.se/images/broker_logo_2/63/7c/637c17c40a250ef71084ac34e860d757.jpg
1140296,"[59.329287599614595,18.034994779328315]",Jaktvarvsplan 3,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 190 000 kr</span>,Slutpris 3 190 000 kr,106 333 kr/m²,1 715 kr/mån,Såld 2020-02-10,Begärt pris 2 495 000 kr,2 rum,30 m²,null,/salda/lagenhet-2rum-kungsholmen-norr-malarstrand-stockholms-kommun-jaktvarvsplan-3-1140296,null,+28 %,https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png
1140376,"[59.32822234337473,18.036746152390407]","John Ericssonsgatan 5, 1 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 5 350 000 kr</span>,Slutpris 5 350 000 kr,89 167 kr/m²,2 628 kr/mån,Såld 2020-02-10,Begärt pris 4 850 000 kr,2 rum,60 m²,null,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-john-ericssonsgatan-5,-1-tr-1140376",null,+10 %,https://bilder.hemnet.se/images/broker_logo_2/d0/d1/d0d15b52be14775108dc9a3b1f65a37d.jpg
1140402,"[59.33073490718146,18.03072735080565]",Hantverkargatan 77,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 13 500 000 kr</span>,Slutpris 13 500 000 kr,89 404 kr/m²,6 652 kr/mån,Såld 2020-02-10,Begärt pris 13 500 000 kr,5 rum,151 m²,null,/salda/lagenhet-5rum-kungsholmen-stockholms-kommun-hantverkargatan-77-1140402,null,,https://bilder.hemnet.se/images/broker_logo_2/60/50/6050a8294572c2e46593c47e95dca0bf.jpg
1140434,"[59.33261496144025,18.042977460993036]",Norra Agnegatan 43,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 6 000 000 kr</span>,Slutpris 6 000 000 kr,103 448 kr/m²,2 905 kr/mån,Såld 2020-02-11,Begärt pris 6 000 000 kr,2 rum,58 m²,null,/salda/lagenhet-2rum-kungsholmen-radhuset-stockholms-kommun-norra-agnegatan-43-1140434,null,,https://bilder.hemnet.se/images/broker_logo_2/70/88/7088fe6ff6a4c2413ceb8481b3a51c7b.png
1140606,"[59.329074562505205,18.03796531281491]",John Ericssonsgatan 14,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 4 000 000 kr</span>,Slutpris 4 000 000 kr,95 238 kr/m²,2 036 kr/mån,Såld 2020-02-11,Begärt pris 3 395 000 kr,1 rum,42 m²,null,/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-john-ericssonsgatan-14-1140606,null,+18 %,https://bilder.hemnet.se/images/broker_logo_2/ec/92/ec92573d800c8d9c0cf06ed9971e790c.png
1140662,"[59.33416711755578,18.02959104914931]",Fridhemsgatan 29B,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 235 000 kr</span>,Slutpris 3 235 000 kr,85 132 kr/m²,2 046 kr/mån,Såld 2020-02-11,Begärt pris 2 675 000 kr,1 rum,38 m²,null,/salda/lagenhet-1rum-kungsholmen-fridhemsplan-stockholms-kommun-fridhemsgatan-29b-1140662,null,+21 %,https://bilder.hemnet.se/images/broker_logo_2/70/88/7088fe6ff6a4c2413ceb8481b3a51c7b.png
1140684,"[59.33087516390648,18.048590167948973]","Kungsholmsgatan 11, 3 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 8 300 000 kr</span>,Slutpris 8 300 000 kr,87 368 kr/m²,6 718 kr/mån,Såld 2020-02-11,Begärt pris 8 450 000 kr,5 rum,95 m²,null,"/salda/lagenhet-5rum-kungsholmen-stockholms-kommun-kungsholmsgatan-11,-3-tr-1140684",null,-2 %,https://bilder.hemnet.se/images/broker_logo_2/ec/92/ec92573d800c8d9c0cf06ed9971e790c.png
1140828,"[59.33703602729604,18.026399135457687]","Alströmergatan 32 A, vån 4",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 4 000 000 kr</span>,Slutpris 4 000 000 kr,100 000 kr/m²,1 960 kr/mån,Såld 2020-02-11,Begärt pris 3 475 000 kr,2 rum,40 m²,null,"/salda/lagenhet-2rum-kungsholmen-fridhemsplan-stockholms-kommun-alstromergatan-32-a,-van-4-1140828",null,+15 %,https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png
1140876,"[59.32927337664444,18.04522838382282]","Pipersgatan 6, 3tr ö.g.",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 6 700 000 kr</span>,Slutpris 6 700 000 kr,115 517 kr/m²,1 558 kr/mån,Såld 2020-02-11,Begärt pris 5 495 000 kr,2 rum,58 m²,null,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-pipersgatan-6,-3tr-o,g,-1140876",null,+22 %,https://bilder.hemnet.se/images/broker_logo_2/45/12/4512f7eb77c66e721ba9d52777e74d52.png
1140957,"[59.328754422462055,18.03512305122495]","Pontonjärgatan 18, 1 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 725 000 kr</span>,Slutpris 3 725 000 kr,98 026 kr/m²,2 335 kr/mån,Såld 2020-02-12,Begärt pris 3 450 000 kr,2 rum,38 m²,null,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-pontonjargatan-18,-1-tr-1140957",null,+8 %,https://bilder.hemnet.se/images/broker_logo_2/87/0a/870ac032d04836b98ea5210eb5ac4633.png
1140985,"[59.33054860667764,18.05102299250819]","Kungsbro Strand 19, 5tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 6 450 000 kr</span>,Slutpris 6 450 000 kr,100 781 kr/m²,4 698 kr/mån,Såld 2020-02-12,Begärt pris 5 495 000 kr,3 rum,64 m²,null,"/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-kungsbro-strand-19,-5tr-1140985",null,+17 %,https://bilder.hemnet.se/images/broker_logo_2/c9/5d/c95d4747f3ed25d9c044a37d6d974aa4.png
1141001,"[59.33314939535111,18.039331870263105]",Celsiusgatan 8,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 2 825 000 kr</span>,Slutpris 2 825 000 kr,102 727 kr/m²,1 616 kr/mån,Såld 2020-02-12,Begärt pris 2 450 000 kr,"1,5 rum","27,5 m²",null,"/salda/lagenhet-1,5rum-kungsholmen-stockholms-kommun-celsiusgatan-8-1141001",null,+15 %,https://bilder.hemnet.se/images/broker_logo_2/ec/92/ec92573d800c8d9c0cf06ed9971e790c.png
1141068,"[59.33002920621158,18.04710743831109]","Kungsklippan 11, 5tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 2 850 000 kr</span>,Slutpris 2 850 000 kr,118 750 kr/m²,1 740 kr/mån,Såld 2020-02-12,Begärt pris 1 995 000 kr,1 rum,24 m²,null,"/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-kungsklippan-11,-5tr-1141068",null,+43 %,https://bilder.hemnet.se/images/broker_logo_2/63/7c/637c17c40a250ef71084ac34e860d757.jpg
1141161,"[59.32946589840933,18.037754070740643]","John Ericssonsgatan 15, 2 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 7 200 000 kr</span>,Slutpris 7 200 000 kr,85 714 kr/m²,3 883 kr/mån,Såld 2020-02-12,Begärt pris 6 895 000 kr,3 rum,84 m²,null,"/salda/lagenhet-3rum-kungsholmen-invid-norr-malarstrand-stockholms-kommun-john-ericssonsgatan-15,-2-tr-1141161",null,+4 %,https://bilder.hemnet.se/images/broker_logo_2/24/b7/24b73737a26c5c000ce6408feb76db15.png
1141177,"[59.32979197583696,18.008608305957765]","Runiusgatan 5, 2tr",Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",<span class='sold-for'>Slutpris 5 160 000 kr</span>,Slutpris 5 160 000 kr,62 927 kr/m²,3 856 kr/mån,Såld 2020-02-12,Begärt pris 4 675 000 kr,3 rum,82 m²,null,"/salda/lagenhet-3rum-kungsholmen-fredhall-stockholms-kommun-runiusgatan-5,-2tr-1141177",null,+10 %,https://bilder.hemnet.se/images/broker_logo_2/e2/b5/e2b54e2572a76c90b88202121905077e.png
1141238,"[59.32852271084006,18.031567736346826]",Baltzar Von Platens Gata 2,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 4 800 000 kr</span>,Slutpris 4 800 000 kr,80 000 kr/m²,2 570 kr/mån,Såld 2020-02-12,Begärt pris 4 490 000 kr,2 rum,60 m²,20 m² biarea,/salda/lagenhet-2rum-kungsholmen-norr-malarstrand-stockholms-kommun-baltzar-von-platens-gata-2-1141238,null,+7 %,https://bilder.hemnet.se/images/broker_logo_2/70/88/7088fe6ff6a4c2413ceb8481b3a51c7b.png
1141241,"[59.338271127275995,18.025066687026577]","Kungsholms Strand 165, 5 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 6 740 000 kr</span>,Slutpris 6 740 000 kr,80 238 kr/m²,3 760 kr/mån,Såld 2020-02-12,Begärt pris 5 995 000 kr,3 rum,84 m²,null,"/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-kungsholms-strand-165,-5-tr-1141241",null,+12 %,https://bilder.hemnet.se/images/broker_logo_2/8c/23/8c239b600e72beaa3a82d1778b7217cf.png
1141256,"[59.33512634275125,18.035093828937462]","Kronobergsgatan 16, 3 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 200 000 kr</span>,Slutpris 3 200 000 kr,91 429 kr/m²,1 685 kr/mån,Såld 2020-02-12,Begärt pris 2 895 000 kr,1 rum,35 m²,null,"/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-kronobergsgatan-16,-3-tr-1141256",null,+11 %,https://bilder.hemnet.se/images/broker_logo_2/e2/b5/e2b54e2572a76c90b88202121905077e.png
1141271,"[59.330256438099596,18.02850402981685]","Karlsviksgatan 7, 4tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 4 650 000 kr</span>,Slutpris 4 650 000 kr,93 000 kr/m²,2 700 kr/mån,Såld 2020-02-12,Begärt pris 3 995 000 kr,2 rum,50 m²,null,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-karlsviksgatan-7,-4tr-1141271",null,+16 %,https://bilder.hemnet.se/images/broker_logo_2/ec/92/ec92573d800c8d9c0cf06ed9971e790c.png
1141347,"[59.33261496144025,18.042977460993036]",Norra Agnegatan 43,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 6 050 000 kr</span>,Slutpris 6 050 000 kr,93 077 kr/m²,3 073 kr/mån,Såld 2020-02-12,Begärt pris 5 495 000 kr,2 rum,65 m²,null,/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-norra-agnegatan-43-1141347,null,+10 %,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png
1141359,"[59.33116644194766,17.99849463001176]","Rålambsvägen 69, 3tr",Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",<span class='sold-for'>Slutpris 3 450 000 kr</span>,Slutpris 3 450 000 kr,88 462 kr/m²,2 453 kr/mån,Såld 2020-02-12,Begärt pris 3 095 000 kr,2 rum,39 m²,null,"/salda/lagenhet-2rum-kungsholmen-fredhall-stockholms-kommun-ralambsvagen-69,-3tr-1141359",null,+11 %,https://bilder.hemnet.se/images/broker_logo_2/e2/b5/e2b54e2572a76c90b88202121905077e.png
1141383,"[59.33605470501705,18.031887532966138]",Fridhemsgatan 62,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 9 375 000 kr</span>,Slutpris 9 375 000 kr,111 607 kr/m²,3 352 kr/mån,Såld 2020-02-12,Begärt pris 8 800 000 kr,3 rum,84 m²,9 m² biarea,/salda/lagenhet-3rum-kungsholmen-fridhemsplan-stockholms-kommun-fridhemsgatan-62-1141383,null,+7 %,https://bilder.hemnet.se/images/broker_logo_2/70/88/7088fe6ff6a4c2413ceb8481b3a51c7b.png
1141553,"[59.330745947806335,18.036426329888286]","Bergsgatan 53, 4 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 6 670 000 kr</span>,Slutpris 6 670 000 kr,98 088 kr/m²,2 170 kr/mån,Såld 2020-02-12,Begärt pris 6 000 000 kr,"2,5 rum",68 m²,null,"/salda/lagenhet-2,5rum-kungsholmen-radhusparken-stockholms-kommun-bergsgatan-53,-4-tr-1141553",null,+11 %,https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png
1141649,"[59.33093100949906,18.046203395751743]","Pipersgatan  20, 5 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 2 100 000 kr</span>,Slutpris 2 100 000 kr,123 529 kr/m²,1 745 kr/mån,Såld 2020-02-12,Begärt pris 1 975 000 kr,1 rum,17 m²,null,"/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-pipersgatan-20,-5-tr-1141649",null,+6 %,https://bilder.hemnet.se/images/broker_logo_2/d0/d1/d0d15b52be14775108dc9a3b1f65a37d.jpg
1141678,"[59.336402184693966,18.02544566027743]","Igeldammsgatan 14, 3 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 330 000 kr</span>,Slutpris 3 330 000 kr,87 632 kr/m²,1 960 kr/mån,Såld 2020-02-13,Begärt pris 2 950 000 kr,"1,5 rum",38 m²,null,"/salda/lagenhet-1,5rum-kungsholmen-fridhemsplan-stockholms-kommun-igeldammsgatan-14,-3-tr-1141678",null,+13 %,https://bilder.hemnet.se/images/broker_logo_2/b6/56/b656d8b9f26d099a415a7546b5d620a2.png
1141724,"[59.33982877171524,18.007860599583072]","Franzéngatan 40, 3 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 6 450 000 kr</span>,Slutpris 6 450 000 kr,75 000 kr/m²,4 069 kr/mån,Såld 2020-02-13,Begärt pris 6 250 000 kr,4 rum,86 m²,null,"/salda/lagenhet-4rum-kungsholmen-hornsbergs-strand-stockholms-kommun-franzengatan-40,-3-tr-1141724",null,+3 %,https://bilder.hemnet.se/images/broker_logo_2/d0/d1/d0d15b52be14775108dc9a3b1f65a37d.jpg
1141735,"[59.33669937020996,17.999774106138197]","Olof Dalins väg 16, 5 tr",Bostadsrättslägenhet,bostadsratt,"Kristineberg, Stockholm",<span class='sold-for'>Slutpris 8 400 000 kr</span>,Slutpris 8 400 000 kr,83 168 kr/m²,6 668 kr/mån,Såld 2020-02-13,Begärt pris 8 495 000 kr,3 rum,101 m²,null,"/salda/lagenhet-3rum-kungsholmen-kristinebergs-strand-stockholms-kommun-olof-dalins-vag-16,-5-tr-1141735",null,-1 %,https://bilder.hemnet.se/images/broker_logo_2/24/b7/24b73737a26c5c000ce6408feb76db15.png
1141793,"[59.33968558935643,18.007056343338984]",Franzéngatan 52,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 6 350 000 kr</span>,Slutpris 6 350 000 kr,93 382 kr/m²,3 246 kr/mån,Såld 2020-02-13,Begärt pris 5 995 000 kr,3 rum,68 m²,null,/salda/lagenhet-3rum-kungsholmen-hornsberg-stockholms-kommun-franzengatan-52-1141793,null,+6 %,https://bilder.hemnet.se/images/broker_logo_2/ec/92/ec92573d800c8d9c0cf06ed9971e790c.png
1141821,"[59.334247247371735,18.000507517306914]",Ola Hanssonsgatan 9,Bostadsrättslägenhet,bostadsratt,"Kristineberg, Stockholm",<span class='sold-for'>Slutpris 3 050 000 kr</span>,Slutpris 3 050 000 kr,92 424 kr/m²,2 220 kr/mån,Såld 2020-02-13,Begärt pris 2 695 000 kr,2 rum,33 m²,null,/salda/lagenhet-2rum-kristineberg-stockholms-kommun-ola-hanssonsgatan-9-1141821,null,+13 %,https://bilder.hemnet.se/images/broker_logo_2/41/98/4198a02244e8c874dc5590e810dd751b.png
1141995,"[59.33685299829334,18.026928117490037]",Alströmergatan 32E,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 4 175 000 kr</span>,Slutpris 4 175 000 kr,92 778 kr/m²,2 091 kr/mån,Såld 2020-02-13,Begärt pris 3 695 000 kr,2 rum,45 m²,null,/salda/lagenhet-2rum-fridhemsplan-stockholms-kommun-alstromergatan-32e-1141995,null,+13 %,https://bilder.hemnet.se/images/broker_logo_2/e2/b5/e2b54e2572a76c90b88202121905077e.png
1142003,"[59.33352042342509,18.038450465350888]",Fleminggatan 49,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 6 700 000 kr</span>,Slutpris 6 700 000 kr,72 043 kr/m²,2 893 kr/mån,Såld 2020-02-13,Begärt pris 6 195 000 kr,3 rum,93 m²,null,/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-fleminggatan-49-1142003,null,+8 %,https://bilder.hemnet.se/images/broker_logo_2/70/20/7020aafa6771b71d9a321b629ddbd01c.png
1142218,"[59.3300043652038,18.00875019663633]",Runiusgatan 3,Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",<span class='sold-for'>Slutpris 4 600 000 kr</span>,Slutpris 4 600 000 kr,60 606 kr/m²,3 350 kr/mån,Såld 2020-02-13,Begärt pris 4 350 000 kr,3 rum,"75,9 m²",null,/salda/lagenhet-3rum-kungsholmen-fredhall-stockholms-kommun-runiusgatan-3-1142218,null,+6 %,https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png
1142422,"[59.330385201157355,18.029922391730977]","Sankt Eriksgatan 15, 4tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 7 350 000 kr</span>,Slutpris 7 350 000 kr,94 231 kr/m²,2 283 kr/mån,Såld 2020-02-14,Begärt pris 6 350 000 kr,"2,5 rum",78 m²,null,"/salda/lagenhet-2,5rum-kungsholmen-stockholms-kommun-sankt-eriksgatan-15,-4tr-1142422",null,+16 %,https://bilder.hemnet.se/images/broker_logo_2/ec/92/ec92573d800c8d9c0cf06ed9971e790c.png
1142426,"[59.330545131961166,18.004788411899664]",Ernst Ahlgrens väg 5,Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",<span class='sold-for'>Slutpris 3 300 000 kr</span>,Slutpris 3 300 000 kr,86 842 kr/m²,2 112 kr/mån,Såld 2020-02-14,Begärt pris 2 775 000 kr,2 rum,38 m²,null,/salda/lagenhet-2rum-fredhall-stockholms-kommun-ernst-ahlgrens-vag-5-1142426,null,+19 %,https://bilder.hemnet.se/images/broker_logo_2/9f/e9/9fe95faec28ec68412af10f0c2add49e.png
1142503,"[59.32919535807612,18.046258953794315]",Bergsgatan 3,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 5 800 000 kr</span>,Slutpris 5 800 000 kr,89 231 kr/m²,2 262 kr/mån,Såld 2020-02-14,Begärt pris 4 995 000 kr,2 rum,65 m²,null,/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-bergsgatan-3-1142503,null,+16 %,https://bilder.hemnet.se/images/broker_logo_2/ec/92/ec92573d800c8d9c0cf06ed9971e790c.png
1142536,"[59.33085649974905,18.024336732638155]","Sysslomansgatan 24, 3tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",<span class='sold-for'>Slutpris 3 150 000 kr</span>,Slutpris 3 150 000 kr,92 647 kr/m²,1 743 kr/mån,Såld 2020-02-14,Begärt pris 2 695 000 kr,"1,5 rum",34 m²,null,"/salda/lagenhet-1,5rum-kungsholmen-stockholms-kommun-sysslomansgatan-24,-3tr-1142536",null,+17 %,https://bilder.hemnet.se/images/broker_logo_2/63/7c/637c17c40a250ef71084ac34e860d757.jpg
1142595,"[59.33810292592637,18.005157352631265]","Lars Forssells gata 22, 3tr",Bostadsrättslägenhet,bostadsratt,"Kristineberg, Stockholm",<span class='sold-for'>Slutpris 7 750 000 kr</span>,Slutpris 7 750 000 kr,81 152 kr/m²,3 503 kr/mån,Såld 2020-02-14,Begärt pris 7 450 000 kr,4 rum,"95,5 m²",null,"/salda/lagenhet-4rum-kungsholmen-hornsbergs-strand-stockholms-kommun-lars-forssells-gata-22,-3tr-1142595",null,+4 %,https://bilder.hemnet.se/images/broker_logo_2/d0/d1/d0d15b52be14775108dc9a3b1f65a37d.jpg
1143024,"[59.33862479395062,18.00590709511216]","Lindhagensgatan 139, 4 tr",Bostadsrättslägenhet,bostadsratt,"Kristineberg, Stockholm",<span class='sold-for'>Slutpris 7 950 000 kr</span>,Slutpris 7 950 000 kr,79 899 kr/m²,3 633 kr/mån,Såld 2020-02-14,Begärt pris 7 950 000 kr,4 rum,"99,5 m²",null,"/salda/lagenhet-4rum-kungsholmen-hornsbergs-strand-stockholms-kommun-lindhagensgatan-139,-4-tr-1143024",null,,https://bilder.hemnet.se/images/broker_logo_2/d0/d1/d0d15b52be14775108dc9a3b1f65a37d.jpg
