id,coordinate,address,typeSummary,iconName,location_name,price,formatted_price,price_per_area,fee,sale_date,asked_price,rooms,living_space,supplemental_area,url,land_area,formatted_price_change_percentage,broker_logo_url,price_change,floor,location_part,street_id,latitude,longitude
1123282,"[59.33695736385066,18.025530244563154]","Svarvargatan 3, 2 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",3650000,Slutpris 3 650 000 kr,93590,1827,2020-08-03,3650000,2,39,0,"/salda/lagenhet-2rum-kungsholmen-fridhemsplan-stockholms-kommun-svarvargatan-3,-2-tr-1123282",null,,https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png,0,2,Kungsholmen,svarvargatan,59.33695736385066,18.025530244563154
1139756,"[59.32892343420378,18.019346434686543]","Gjörwellsgatan 15, 1 trp",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",4050000,Slutpris 4 050 000 kr,71303,3538,2020-02-09,3690000,2,56.8,0,"/salda/lagenhet-2,5rum-marieberg-kungsholmen-stockholms-kommun-gjorwellsgatan-15,-1-trp-1139756",null,+10 %,https://bilder.hemnet.se/images/broker_logo_2/09/8d/098d01e00641ae617706acaf23bb6915.png,10,1,Kungsholmen,gjrwellsgatan,59.32892343420378,18.019346434686543
1139783,"[59.327111962896275,18.009479044477448]",Atterbomsvägen 30,Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",2500000,Slutpris 2 500 000 kr,100000,1452,2020-02-09,1995000,1,25,0,/salda/lagenhet-1rum-kungsholmen-fredhall-stockholms-kommun-atterbomsvagen-30-1139783,null,+25 %,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png,25,0,Fredhäll,atterbomsvgen,59.327111962896275,18.009479044477448
1139829,"[59.32885285266372,18.041304332706463]","Södra Agnegatan 20, 3tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",7700000,Slutpris 7 700 000 kr,105479,1793,2020-02-09,6750000,3,73,0,"/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-sodra-agnegatan-20,-3tr-1139829",null,+14 %,https://bilder.hemnet.se/images/broker_logo_2/63/7c/637c17c40a250ef71084ac34e860d757.jpg,14,3,Kungsholmen,sdraagnegatan,59.32885285266372,18.041304332706463
1139903,"[59.3264370094667,18.021165456974373]","Fyrverkarbacken 23, 3 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",2950000,Slutpris 2 950 000 kr,68605,2218,2020-02-09,2950000,1,43,0,"/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-fyrverkarbacken-23,-3-tr-1139903",null,,https://bilder.hemnet.se/images/broker_logo_2/d0/d1/d0d15b52be14775108dc9a3b1f65a37d.jpg,0,3,Kungsholmen,fyrverkarbacken,59.3264370094667,18.021165456974373
1139981,"[59.331374576776184,18.023310023029993]",Lilla Västerbron 6,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",6600000,Slutpris 6 600 000 kr,77193,4089,2020-02-09,5995000,3,85.5,0,/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-lilla-vasterbron-6-1139981,null,+10 %,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png,10,0,Kungsholmen,lillavsterbron,59.331374576776184,18.023310023029993
1140060,"[59.339757737008135,18.007045134499638]","Harry Martinsons gata 9, 7 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",7900000,Slutpris 7 900 000 kr,76699,4378,2020-02-10,7550000,4,103,0,"/salda/lagenhet-4rum-kungsholmen,-hornsbergs-strand-stockholms-kommun-harry-martinsons-gata-9,-7-tr-1140060",null,+5 %,https://bilder.hemnet.se/images/broker_logo_2/d0/d1/d0d15b52be14775108dc9a3b1f65a37d.jpg,5,7,Kungsholmen,harrymartinsonsgata,59.339757737008135,18.007045134499638
1140088,"[59.338855412764666,18.00525905198866]",Franzéngatan 74,Bostadsrättslägenhet,bostadsratt,"Kristineberg, Stockholm",7500000,Slutpris 7 500 000 kr,73529,5601,2020-02-10,7800000,4,102,0,/salda/lagenhet-4rum-kungsholmen-stockholms-kommun-franzengatan-74-1140088,null,-4 %,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png,-4,0,Kristineberg,franzngatan,59.338855412764666,18.00525905198866
1140162,"[59.33820630586153,18.023213948835153]",Igeldammsgatan 34,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",5000000,Slutpris 5 000 000 kr,72464,3095,2020-02-10,4975000,2,69,0,"/salda/lagenhet-2,5rum-kungsholmen-stockholms-kommun-igeldammsgatan-34-1140162",null,+1 %,https://bilder.hemnet.se/images/broker_logo_2/9f/e9/9fe95faec28ec68412af10f0c2add49e.png,1,0,Kungsholmen,igeldammsgatan,59.33820630586153,18.023213948835153
1140202,"[59.337339989410076,18.030718099815047]",Kungsholms strand 141,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",2675000,Slutpris 2 675 000 kr,92241,1235,2020-02-10,2295000,1,29,0,/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-kungsholms-strand-141-1140202,null,+17 %,https://bilder.hemnet.se/images/broker_logo_2/63/7c/637c17c40a250ef71084ac34e860d757.jpg,17,0,Kungsholmen,kungsholmsstrand,59.337339989410076,18.030718099815047
1140296,"[59.329287599614595,18.034994779328315]",Jaktvarvsplan 3,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",3190000,Slutpris 3 190 000 kr,106333,1715,2020-02-10,2495000,2,30,0,/salda/lagenhet-2rum-kungsholmen-norr-malarstrand-stockholms-kommun-jaktvarvsplan-3-1140296,null,+28 %,https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png,28,0,Kungsholmen,jaktvarvsplan,59.329287599614595,18.034994779328315
1140376,"[59.32822234337473,18.036746152390407]","John Ericssonsgatan 5, 1 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",5350000,Slutpris 5 350 000 kr,89167,2628,2020-02-10,4850000,2,60,0,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-john-ericssonsgatan-5,-1-tr-1140376",null,+10 %,https://bilder.hemnet.se/images/broker_logo_2/d0/d1/d0d15b52be14775108dc9a3b1f65a37d.jpg,10,1,Kungsholmen,johnericssonsgatan,59.32822234337473,18.036746152390407
1140402,"[59.33073490718146,18.03072735080565]",Hantverkargatan 77,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",13500000,Slutpris 13 500 000 kr,89404,6652,2020-02-10,13500000,5,151,0,/salda/lagenhet-5rum-kungsholmen-stockholms-kommun-hantverkargatan-77-1140402,null,,https://bilder.hemnet.se/images/broker_logo_2/60/50/6050a8294572c2e46593c47e95dca0bf.jpg,0,0,Kungsholmen,hantverkargatan,59.33073490718146,18.03072735080565
1140434,"[59.33261496144025,18.042977460993036]",Norra Agnegatan 43,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",6000000,Slutpris 6 000 000 kr,103448,2905,2020-02-11,6000000,2,58,0,/salda/lagenhet-2rum-kungsholmen-radhuset-stockholms-kommun-norra-agnegatan-43-1140434,null,,https://bilder.hemnet.se/images/broker_logo_2/70/88/7088fe6ff6a4c2413ceb8481b3a51c7b.png,0,0,Kungsholmen,norraagnegatan,59.33261496144025,18.042977460993036
1140606,"[59.329074562505205,18.03796531281491]",John Ericssonsgatan 14,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",4000000,Slutpris 4 000 000 kr,95238,2036,2020-02-11,3395000,1,42,0,/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-john-ericssonsgatan-14-1140606,null,+18 %,https://bilder.hemnet.se/images/broker_logo_2/ec/92/ec92573d800c8d9c0cf06ed9971e790c.png,18,0,Kungsholmen,johnericssonsgatan,59.329074562505205,18.03796531281491
1140662,"[59.33416711755578,18.02959104914931]",Fridhemsgatan 29B,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",3235000,Slutpris 3 235 000 kr,85132,2046,2020-02-11,2675000,1,38,0,/salda/lagenhet-1rum-kungsholmen-fridhemsplan-stockholms-kommun-fridhemsgatan-29b-1140662,null,+21 %,https://bilder.hemnet.se/images/broker_logo_2/70/88/7088fe6ff6a4c2413ceb8481b3a51c7b.png,21,0,Kungsholmen,fridhemsgatan,59.33416711755578,18.02959104914931
1140684,"[59.33087516390648,18.048590167948973]","Kungsholmsgatan 11, 3 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",8300000,Slutpris 8 300 000 kr,87368,6718,2020-02-11,8450000,5,95,0,"/salda/lagenhet-5rum-kungsholmen-stockholms-kommun-kungsholmsgatan-11,-3-tr-1140684",null,-2 %,https://bilder.hemnet.se/images/broker_logo_2/ec/92/ec92573d800c8d9c0cf06ed9971e790c.png,-2,3,Kungsholmen,kungsholmsgatan,59.33087516390648,18.048590167948973
1140828,"[59.33703602729604,18.026399135457687]","Alströmergatan 32 A, vån 4",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",4000000,Slutpris 4 000 000 kr,100000,1960,2020-02-11,3475000,2,40,0,"/salda/lagenhet-2rum-kungsholmen-fridhemsplan-stockholms-kommun-alstromergatan-32-a,-van-4-1140828",null,+15 %,https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png,15,4,Kungsholmen,alstrmergatan,59.33703602729604,18.026399135457687
1140876,"[59.32927337664444,18.04522838382282]","Pipersgatan 6, 3tr ö.g.",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",6700000,Slutpris 6 700 000 kr,115517,1558,2020-02-11,5495000,2,58,0,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-pipersgatan-6,-3tr-o,g,-1140876",null,+22 %,https://bilder.hemnet.se/images/broker_logo_2/45/12/4512f7eb77c66e721ba9d52777e74d52.png,22,3,Kungsholmen,pipersgatan,59.32927337664444,18.04522838382282
1140957,"[59.328754422462055,18.03512305122495]","Pontonjärgatan 18, 1 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",3725000,Slutpris 3 725 000 kr,98026,2335,2020-02-12,3450000,2,38,0,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-pontonjargatan-18,-1-tr-1140957",null,+8 %,https://bilder.hemnet.se/images/broker_logo_2/87/0a/870ac032d04836b98ea5210eb5ac4633.png,8,1,Kungsholmen,pontonjrgatan,59.328754422462055,18.03512305122495
1140985,"[59.33054860667764,18.05102299250819]","Kungsbro Strand 19, 5tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",6450000,Slutpris 6 450 000 kr,100781,4698,2020-02-12,5495000,3,64,0,"/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-kungsbro-strand-19,-5tr-1140985",null,+17 %,https://bilder.hemnet.se/images/broker_logo_2/c9/5d/c95d4747f3ed25d9c044a37d6d974aa4.png,17,5,Kungsholmen,kungsbrostrand,59.33054860667764,18.05102299250819
1141001,"[59.33314939535111,18.039331870263105]",Celsiusgatan 8,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",2825000,Slutpris 2 825 000 kr,102727,1616,2020-02-12,2450000,1,27.5,0,"/salda/lagenhet-1,5rum-kungsholmen-stockholms-kommun-celsiusgatan-8-1141001",null,+15 %,https://bilder.hemnet.se/images/broker_logo_2/ec/92/ec92573d800c8d9c0cf06ed9971e790c.png,15,0,Kungsholmen,celsiusgatan,59.33314939535111,18.039331870263105
1141068,"[59.33002920621158,18.04710743831109]","Kungsklippan 11, 5tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",2850000,Slutpris 2 850 000 kr,118750,1740,2020-02-12,1995000,1,24,0,"/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-kungsklippan-11,-5tr-1141068",null,+43 %,https://bilder.hemnet.se/images/broker_logo_2/63/7c/637c17c40a250ef71084ac34e860d757.jpg,43,5,Kungsholmen,kungsklippan,59.33002920621158,18.04710743831109
1141161,"[59.32946589840933,18.037754070740643]","John Ericssonsgatan 15, 2 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",7200000,Slutpris 7 200 000 kr,85714,3883,2020-02-12,6895000,3,84,0,"/salda/lagenhet-3rum-kungsholmen-invid-norr-malarstrand-stockholms-kommun-john-ericssonsgatan-15,-2-tr-1141161",null,+4 %,https://bilder.hemnet.se/images/broker_logo_2/24/b7/24b73737a26c5c000ce6408feb76db15.png,4,2,Kungsholmen,johnericssonsgatan,59.32946589840933,18.037754070740643
1141177,"[59.32979197583696,18.008608305957765]","Runiusgatan 5, 2tr",Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",5160000,Slutpris 5 160 000 kr,62927,3856,2020-02-12,4675000,3,82,0,"/salda/lagenhet-3rum-kungsholmen-fredhall-stockholms-kommun-runiusgatan-5,-2tr-1141177",null,+10 %,https://bilder.hemnet.se/images/broker_logo_2/e2/b5/e2b54e2572a76c90b88202121905077e.png,10,2,Fredhäll,runiusgatan,59.32979197583696,18.008608305957765
1141238,"[59.32852271084006,18.031567736346826]",Baltzar Von Platens Gata 2,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",4800000,Slutpris 4 800 000 kr,80000,2570,2020-02-12,4490000,2,60,20,/salda/lagenhet-2rum-kungsholmen-norr-malarstrand-stockholms-kommun-baltzar-von-platens-gata-2-1141238,null,+7 %,https://bilder.hemnet.se/images/broker_logo_2/70/88/7088fe6ff6a4c2413ceb8481b3a51c7b.png,7,0,Kungsholmen,baltzarvonplatensgata,59.32852271084006,18.031567736346826
1141241,"[59.338271127275995,18.025066687026577]","Kungsholms Strand 165, 5 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",6740000,Slutpris 6 740 000 kr,80238,3760,2020-02-12,5995000,3,84,0,"/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-kungsholms-strand-165,-5-tr-1141241",null,+12 %,https://bilder.hemnet.se/images/broker_logo_2/8c/23/8c239b600e72beaa3a82d1778b7217cf.png,12,5,Kungsholmen,kungsholmsstrand,59.338271127275995,18.025066687026577
1141256,"[59.33512634275125,18.035093828937462]","Kronobergsgatan 16, 3 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",3200000,Slutpris 3 200 000 kr,91429,1685,2020-02-12,2895000,1,35,0,"/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-kronobergsgatan-16,-3-tr-1141256",null,+11 %,https://bilder.hemnet.se/images/broker_logo_2/e2/b5/e2b54e2572a76c90b88202121905077e.png,11,3,Kungsholmen,kronobergsgatan,59.33512634275125,18.035093828937462
1141271,"[59.330256438099596,18.02850402981685]","Karlsviksgatan 7, 4tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",4650000,Slutpris 4 650 000 kr,93000,2700,2020-02-12,3995000,2,50,0,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-karlsviksgatan-7,-4tr-1141271",null,+16 %,https://bilder.hemnet.se/images/broker_logo_2/ec/92/ec92573d800c8d9c0cf06ed9971e790c.png,16,4,Kungsholmen,karlsviksgatan,59.330256438099596,18.02850402981685
1141347,"[59.33261496144025,18.042977460993036]",Norra Agnegatan 43,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",6050000,Slutpris 6 050 000 kr,93077,3073,2020-02-12,5495000,2,65,0,/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-norra-agnegatan-43-1141347,null,+10 %,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png,10,0,Kungsholmen,norraagnegatan,59.33261496144025,18.042977460993036
1141359,"[59.33116644194766,17.99849463001176]","Rålambsvägen 69, 3tr",Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",3450000,Slutpris 3 450 000 kr,88462,2453,2020-02-12,3095000,2,39,0,"/salda/lagenhet-2rum-kungsholmen-fredhall-stockholms-kommun-ralambsvagen-69,-3tr-1141359",null,+11 %,https://bilder.hemnet.se/images/broker_logo_2/e2/b5/e2b54e2572a76c90b88202121905077e.png,11,3,Fredhäll,rlambsvgen,59.33116644194766,17.99849463001176
1141383,"[59.33605470501705,18.031887532966138]",Fridhemsgatan 62,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",9375000,Slutpris 9 375 000 kr,111607,3352,2020-02-12,8800000,3,84,9,/salda/lagenhet-3rum-kungsholmen-fridhemsplan-stockholms-kommun-fridhemsgatan-62-1141383,null,+7 %,https://bilder.hemnet.se/images/broker_logo_2/70/88/7088fe6ff6a4c2413ceb8481b3a51c7b.png,7,0,Kungsholmen,fridhemsgatan,59.33605470501705,18.031887532966138
1141553,"[59.330745947806335,18.036426329888286]","Bergsgatan 53, 4 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",6670000,Slutpris 6 670 000 kr,98088,2170,2020-02-12,6000000,2,68,0,"/salda/lagenhet-2,5rum-kungsholmen-radhusparken-stockholms-kommun-bergsgatan-53,-4-tr-1141553",null,+11 %,https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png,11,4,Kungsholmen,bergsgatan,59.330745947806335,18.036426329888286
1141649,"[59.33093100949906,18.046203395751743]","Pipersgatan  20, 5 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",2100000,Slutpris 2 100 000 kr,123529,1745,2020-02-12,1975000,1,17,0,"/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-pipersgatan-20,-5-tr-1141649",null,+6 %,https://bilder.hemnet.se/images/broker_logo_2/d0/d1/d0d15b52be14775108dc9a3b1f65a37d.jpg,6,5,Kungsholmen,pipersgatan,59.33093100949906,18.046203395751743
1141678,"[59.336402184693966,18.02544566027743]","Igeldammsgatan 14, 3 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",3330000,Slutpris 3 330 000 kr,87632,1960,2020-02-13,2950000,1,38,0,"/salda/lagenhet-1,5rum-kungsholmen-fridhemsplan-stockholms-kommun-igeldammsgatan-14,-3-tr-1141678",null,+13 %,https://bilder.hemnet.se/images/broker_logo_2/b6/56/b656d8b9f26d099a415a7546b5d620a2.png,13,3,Kungsholmen,igeldammsgatan,59.336402184693966,18.02544566027743
1141724,"[59.33982877171524,18.007860599583072]","Franzéngatan 40, 3 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",6450000,Slutpris 6 450 000 kr,75000,4069,2020-02-13,6250000,4,86,0,"/salda/lagenhet-4rum-kungsholmen-hornsbergs-strand-stockholms-kommun-franzengatan-40,-3-tr-1141724",null,+3 %,https://bilder.hemnet.se/images/broker_logo_2/d0/d1/d0d15b52be14775108dc9a3b1f65a37d.jpg,3,3,Kungsholmen,franzngatan,59.33982877171524,18.007860599583072
1141735,"[59.33669937020996,17.999774106138197]","Olof Dalins väg 16, 5 tr",Bostadsrättslägenhet,bostadsratt,"Kristineberg, Stockholm",8400000,Slutpris 8 400 000 kr,83168,6668,2020-02-13,8495000,3,101,0,"/salda/lagenhet-3rum-kungsholmen-kristinebergs-strand-stockholms-kommun-olof-dalins-vag-16,-5-tr-1141735",null,-1 %,https://bilder.hemnet.se/images/broker_logo_2/24/b7/24b73737a26c5c000ce6408feb76db15.png,-1,5,Kristineberg,olofdalinsvg,59.33669937020996,17.999774106138197
1141793,"[59.33968558935643,18.007056343338984]",Franzéngatan 52,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",6350000,Slutpris 6 350 000 kr,93382,3246,2020-02-13,5995000,3,68,0,/salda/lagenhet-3rum-kungsholmen-hornsberg-stockholms-kommun-franzengatan-52-1141793,null,+6 %,https://bilder.hemnet.se/images/broker_logo_2/ec/92/ec92573d800c8d9c0cf06ed9971e790c.png,6,0,Kungsholmen,franzngatan,59.33968558935643,18.007056343338984
1141821,"[59.334247247371735,18.000507517306914]",Ola Hanssonsgatan 9,Bostadsrättslägenhet,bostadsratt,"Kristineberg, Stockholm",3050000,Slutpris 3 050 000 kr,92424,2220,2020-02-13,2695000,2,33,0,/salda/lagenhet-2rum-kristineberg-stockholms-kommun-ola-hanssonsgatan-9-1141821,null,+13 %,https://bilder.hemnet.se/images/broker_logo_2/41/98/4198a02244e8c874dc5590e810dd751b.png,13,0,Kristineberg,olahanssonsgatan,59.334247247371735,18.000507517306914
1141995,"[59.33685299829334,18.026928117490037]",Alströmergatan 32E,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",4175000,Slutpris 4 175 000 kr,92778,2091,2020-02-13,3695000,2,45,0,/salda/lagenhet-2rum-fridhemsplan-stockholms-kommun-alstromergatan-32e-1141995,null,+13 %,https://bilder.hemnet.se/images/broker_logo_2/e2/b5/e2b54e2572a76c90b88202121905077e.png,13,0,Kungsholmen,alstrmergatan,59.33685299829334,18.026928117490037
1142003,"[59.33352042342509,18.038450465350888]",Fleminggatan 49,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",6700000,Slutpris 6 700 000 kr,72043,2893,2020-02-13,6195000,3,93,0,/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-fleminggatan-49-1142003,null,+8 %,https://bilder.hemnet.se/images/broker_logo_2/70/20/7020aafa6771b71d9a321b629ddbd01c.png,8,0,Kungsholmen,fleminggatan,59.33352042342509,18.038450465350888
1142218,"[59.3300043652038,18.00875019663633]",Runiusgatan 3,Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",4600000,Slutpris 4 600 000 kr,60606,3350,2020-02-13,4350000,3,75.9,0,/salda/lagenhet-3rum-kungsholmen-fredhall-stockholms-kommun-runiusgatan-3-1142218,null,+6 %,https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png,6,0,Fredhäll,runiusgatan,59.3300043652038,18.00875019663633
1142422,"[59.330385201157355,18.029922391730977]","Sankt Eriksgatan 15, 4tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",7350000,Slutpris 7 350 000 kr,94231,2283,2020-02-14,6350000,2,78,0,"/salda/lagenhet-2,5rum-kungsholmen-stockholms-kommun-sankt-eriksgatan-15,-4tr-1142422",null,+16 %,https://bilder.hemnet.se/images/broker_logo_2/ec/92/ec92573d800c8d9c0cf06ed9971e790c.png,16,4,Kungsholmen,sankteriksgatan,59.330385201157355,18.029922391730977
1142426,"[59.330545131961166,18.004788411899664]",Ernst Ahlgrens väg 5,Bostadsrättslägenhet,bostadsratt,"Fredhäll, Stockholm",3300000,Slutpris 3 300 000 kr,86842,2112,2020-02-14,2775000,2,38,0,/salda/lagenhet-2rum-fredhall-stockholms-kommun-ernst-ahlgrens-vag-5-1142426,null,+19 %,https://bilder.hemnet.se/images/broker_logo_2/9f/e9/9fe95faec28ec68412af10f0c2add49e.png,19,0,Fredhäll,ernstahlgrensvg,59.330545131961166,18.004788411899664
1142503,"[59.32919535807612,18.046258953794315]",Bergsgatan 3,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",5800000,Slutpris 5 800 000 kr,89231,2262,2020-02-14,4995000,2,65,0,/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-bergsgatan-3-1142503,null,+16 %,https://bilder.hemnet.se/images/broker_logo_2/ec/92/ec92573d800c8d9c0cf06ed9971e790c.png,16,0,Kungsholmen,bergsgatan,59.32919535807612,18.046258953794315
1142536,"[59.33085649974905,18.024336732638155]","Sysslomansgatan 24, 3tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",3150000,Slutpris 3 150 000 kr,92647,1743,2020-02-14,2695000,1,34,0,"/salda/lagenhet-1,5rum-kungsholmen-stockholms-kommun-sysslomansgatan-24,-3tr-1142536",null,+17 %,https://bilder.hemnet.se/images/broker_logo_2/63/7c/637c17c40a250ef71084ac34e860d757.jpg,17,3,Kungsholmen,sysslomansgatan,59.33085649974905,18.024336732638155
1142595,"[59.33810292592637,18.005157352631265]","Lars Forssells gata 22, 3tr",Bostadsrättslägenhet,bostadsratt,"Kristineberg, Stockholm",7750000,Slutpris 7 750 000 kr,81152,3503,2020-02-14,7450000,4,95.5,0,"/salda/lagenhet-4rum-kungsholmen-hornsbergs-strand-stockholms-kommun-lars-forssells-gata-22,-3tr-1142595",null,+4 %,https://bilder.hemnet.se/images/broker_logo_2/d0/d1/d0d15b52be14775108dc9a3b1f65a37d.jpg,4,3,Kristineberg,larsforssellsgata,59.33810292592637,18.005157352631265
1143024,"[59.33862479395062,18.00590709511216]","Lindhagensgatan 139, 4 tr",Bostadsrättslägenhet,bostadsratt,"Kristineberg, Stockholm",7950000,Slutpris 7 950 000 kr,79899,3633,2020-02-14,7950000,4,99.5,0,"/salda/lagenhet-4rum-kungsholmen-hornsbergs-strand-stockholms-kommun-lindhagensgatan-139,-4-tr-1143024",null,,https://bilder.hemnet.se/images/broker_logo_2/d0/d1/d0d15b52be14775108dc9a3b1f65a37d.jpg,0,4,Kristineberg,lindhagensgatan,59.33862479395062,18.00590709511216
1143086,"[59.330901793165985,18.047836331472578]","Kungsholmsgatan 15, 2 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",5200000,Slutpris 5 200 000 kr,86667,2747,2020-02-15,4950000,2,60,0,"/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-kungsholmsgatan-15,-2-tr-1143086",null,+5 %,https://bilder.hemnet.se/images/broker_logo_2/d0/d1/d0d15b52be14775108dc9a3b1f65a37d.jpg,5,2,Kungsholmen,kungsholmsgatan,59.330901793165985,18.047836331472578
1143146,"[59.33560771570402,17.999572258474977]",Lidnersgatan 12B,Bostadsrättslägenhet,bostadsratt,"Kristineberg, Stockholm",3400000,Slutpris 3 400 000 kr,86076,3071,2020-02-15,3400000,2,39.5,0,/salda/lagenhet-2rum-kristineberg-stockholms-kommun-lidnersgatan-12b-1143146,null,,https://bilder.hemnet.se/images/broker_logo_2/8c/23/8c239b600e72beaa3a82d1778b7217cf.png,0,0,Kristineberg,lidnersgatan,59.33560771570402,17.999572258474977
1143186,"[59.33452936125353,18.017469821776654]","Ulriksborgsgatan 9, 5 tr",Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",6275000,Slutpris 6 275 000 kr,88380,3912,2020-02-16,5495000,3,71,0,"/salda/lagenhet-3rum-lindhagen-stockholms-kommun-ulriksborgsgatan-9,-5-tr-1143186",null,+14 %,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png,14,5,Kungsholmen,ulriksborgsgatan,59.33452936125353,18.017469821776654
1143264,"[59.334641853171696,18.017268745515505]",Ulriksborgsgatan 7 vån 5,Bostadsrättslägenhet,bostadsratt,"Kungsholmen, Stockholm",5700000,Slutpris 5 700 000 kr,80282,3987,2020-02-16,4950000,3,71,0,/salda/lagenhet-3rum-kungsholmen-lindhagen-stockholms-kommun-ulriksborgsgatan-7-van-5-1143264,null,+15 %,https://bilder.hemnet.se/images/broker_logo_2/00/9d/009dcc234822d495abe7f49ba2829022.png,15,0,Kungsholmen,ulriksborgsgatan,59.334641853171696,18.017268745515505
